SMILES Labelled,Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"[H:20][OH2+:21].C1=CN=C(C(=C1)NN=[O:10])Cl.[Na+].[Br-]>>c1cc(c(nc1)Cl)NN=[OH+].O.[Na+].[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][N:21](C1=CC=CN=C1Cl)[N:22]=[OH+:23].[OH2:10].[Na+].[Br-]>>c1cc(c(nc1)Cl)N=NO.[OH3+].[Na+].[Br-] 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"[H:20][OH2+:21].C1=CN=C(C(=C1)N=N[OH:10])Cl.[Na+].[Br-]>>c1cc(c(nc1)Cl)N=N[OH2+].O.[Na+].[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"C1=CN=C(C(=C1)[N:10]=[N:20][OH2+:21])Cl.[Na+].[Br-].O>>c1cc(c(nc1)Cl)[N+]#N.O.[Na+].[Br-].O 10=20;20,21=21",Lone to sigma*,,,,,
"[Li:11][CH2:10]CCC.C1=CN=C(C(=C1)[Br:20])Cl>>[Li+].CCCC[Br-]c1cccnc1Cl 10,11=10,20",Sigma to empty,,,,,
"[Li+:20].CCCC[Br-:11][C:10]1=C(N=CC=C1)Cl>>[Li]c1cccnc1Cl.CCCCBr 10,11=10,20",Sigma to empty,,,,,
"[Li:11][C:10]1=C(N=CC=C1)Cl.[B:20](OC(C)C)(OC(C)C)OC(C)C>>[Li+].[B-](c1cccnc1Cl)(OC(C)C)(OC(C)C)OC(C)C 10,11=10,20",Sigma to empty,,,,,
"[B-:20](C1=C(N=CC=C1)Cl)(OC(C)C)(OC(C)C)[O:21]C(C)C.[Na+].[Li+].[OH-]>>B(c1cccnc1Cl)(OC(C)C)OC(C)C.CC(C)[O-].[Na+].[Li+].[OH-] 20,21=21",Sigma to sigma*,,,,,
[B:20](C1=C(N=CC=C1)Cl)(OC(C)C)OC(C)C.[OH-:10].[Na+].[Li+].CC(C)[O-]>>[B-](c1cccnc1Cl)(O)(OC(C)C)OC(C)C.[Na+].[Li+].CC(C)[O-] 10=20,Lone to empty,,,,,
"[B-:20](C1=C(N=CC=C1)Cl)(O)(OC(C)C)[O:21]C(C)C.[Na+].[Li+].[OH-].CC(C)[O-]>>B(c1cccnc1Cl)(O)OC(C)C.CC(C)[O-].[Na+].[Li+].[OH-].CC(C)[O-] 20,21=21",Sigma to sigma*,,,,,
[B:20](C1=C(N=CC=C1)Cl)(O)OC(C)C.[OH-:10].[Li+].CC(C)[O-]>>[B-](c1cccnc1Cl)(O)(O)OC(C)C.[Li+].CC(C)[O-] 10=20,Lone to empty,,,,,
"[B-:20](C1=C(N=CC=C1)Cl)(O)(O)[O:21]C(C)C.[OH-].CC(C)[O-]>>B(c1cccnc1Cl)(O)O.CC(C)[O-].[OH-].CC(C)[O-] 20,21=21",Sigma to sigma*,,,,,
"CC(C1=CC=CC=C1)[NH2:10].COC1=C(C(=CC(=C1)C[C:20](=[O:21])Cl)OCC2=CC=CC=C2)OC.O[Na].O>>CC(c1ccccc1)[NH2+]C(Cc2cc(c(c(c2)OCc3ccccc3)OC)OC)([O-])Cl.O[Na].O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][NH+:21](C(C)C1=CC=CC=C1)C(CC2=CC(=C(C(=C2)OC)OC)OCC3=CC=CC=C3)([O-])Cl.[OH:10][Na].O>>CC(c1ccccc1)NC(Cc2cc(c(c(c2)OCc3ccccc3)OC)OC)([O-])Cl.[OH2+][Na].O 10=20;20,21=21",Lone to sigma*,,,,,
"CC(C1=CC=CC=C1)N[C:20](CC2=CC(=C(C(=C2)OC)OC)OCC3=CC=CC=C3)([O-:10])[Cl:21].O.[OH2+][Na]>>CC(c1ccccc1)NC(=O)Cc2cc(c(c(c2)OCc3ccccc3)OC)OC.[Cl-].O.[OH2+][Na] 10=20;20,21=21",Lone to sigma*,,,,,
"CC([C:20](=[O:21])Cl)NC(=O)OCC1C2=C(C=CC=C2)C3=CC=CC=C13.COC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C3=C(C=CC=C3)[NH2:10].[Na+].C(=O)([O-])O[Na].O>>CC(C([NH2+]c1ccccc1C(=O)NC(Cc2c[nH]c3c2cccc3)C(=O)OC)([O-])Cl)NC(=O)OCC4c5ccccc5-c6c4cccc6.[Na+].C(=O)([O-])O[Na].O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][NH+:21](C1=C(C=CC=C1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)OC)C(C(C)NC(=O)OCC4C5=C(C=CC=C5)C6=CC=CC=C46)([O-])Cl.C(=O)([O-:10])O[Na].[Na+].O>>CC(C(Nc1ccccc1C(=O)NC(Cc2c[nH]c3c2cccc3)C(=O)OC)([O-])Cl)NC(=O)OCC4c5ccccc5-c6c4cccc6.C(=O)(O)O[Na].[Na+].O 10=20;20,21=21",Lone to sigma*,,,,,
"CC([C:20](NC1=C(C=CC=C1)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)OC)([O-:10])[Cl:21])NC(=O)OCC4C5=C(C=CC=C5)C6=CC=CC=C46.C(=O)(O)O[Na].[Na+].O>>CC(C(=O)Nc1ccccc1C(=O)NC(Cc2c[nH]c3c2cccc3)C(=O)OC)NC(=O)OCC4c5ccccc5-c6c4cccc6.[Cl-].C(=O)(O)O[Na].[Na+].O 10=20;20,21=21",Lone to sigma*,,,,,
"CCCCC[C:20](=[O:21])Cl.C1=CSC(=C1)C=CC(C(CO)[NH2:10])O.[Na+].CC(=O)[O-]>>CCCCCC([NH2+]C(CO)C(C=Cc1cccs1)O)([O-])Cl.[Na+].CC(=O)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][NH+:21](C(CO)C(C=CC1=CC=CS1)O)C(CCCCC)([O-])Cl.CC(=O)[O-:10].[Na+]>>CCCCCC(NC(CO)C(C=Cc1cccs1)O)([O-])Cl.CC(=O)O.[Na+] 10=20;20,21=21",Lone to sigma*,,,,,
"CCCCC[C:20](NC(CO)C(C=CC1=CC=CS1)O)([O-:10])[Cl:21].[Na+].CC(=O)O>>CCCCCC(=O)NC(CO)C(C=Cc1cccs1)O.[Cl-].[Na+].CC(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CCCCCC(C1C2C=CCC(N2C(=O)O1)C[C:20](=[O:21])Cl)OCC3=CC=CC=C3.C1=CC=C(C=C1)C[NH:10]CCCCO.O[Na].O>>CCCCCC(C1C2C=CCC(N2C(=O)O1)CC([NH+](CCCCO)Cc3ccccc3)([O-])Cl)OCc4ccccc4.O[Na].O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][N+:21](CCCCO)(CC1=CC=CC=C1)C(CC2CC=CC3N2C(=O)OC3C(CCCCC)OCC4=CC=CC=C4)([O-])Cl.[OH:10][Na].O>>CCCCCC(C1C2C=CCC(N2C(=O)O1)CC(N(CCCCO)Cc3ccccc3)([O-])Cl)OCc4ccccc4.[OH2+][Na].O 10=20;20,21=21",Lone to sigma*,,,,,
"CCCCCC(C1C2C=CCC(N2C(=O)O1)C[C:20](N(CCCCO)CC3=CC=CC=C3)([O-:10])[Cl:21])OCC4=CC=CC=C4.O.[OH2+][Na]>>CCCCCC(C1C2C=CCC(N2C(=O)O1)CC(=O)N(CCCCO)Cc3ccccc3)OCc4ccccc4.[Cl-].O.[OH2+][Na] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]1(SCCCS1)[Si](C)(C)C(C)(C)C.[Li:11][C:10](C)(C)C>>[Li+].CC(C)C.CC(C)(C)[Si](C)(C)[C-]1SCCCS1 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
[Li+:20].CC(C)(C)[Si](C)(C)[C-:10]1SCCCS1.CC(C)C>>[Li]C1(SCCCS1)[Si](C)(C)C(C)(C)C.CC(C)C 10=20,Lone to empty,,,,,
"[Li:11][C:10]1(SCCCS1)[Si](C)(C)C(C)(C)C.COC1=CC=C(C=C1)COCC2[CH2:20][O:21]2.CC(C)C>>[Li+].CC(C)(C)[Si](C)(C)C1(SCCCS1)CC(COCc2ccc(cc2)OC)[O-].CC(C)C 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
CC(C)(C)[Si:20](C)(C)C1(SCCCS1)CC(COCC2=CC=C(C=C2)OC)[O-:10].CC(C)C.[Li+]>>CC(C)(C)[Si-]1(C2(CC(O1)COCc3ccc(cc3)OC)SCCCS2)(C)C.CC(C)C.[Li+] 10=20,Lone to empty,,,,,
"[Li+:20].CC(C)(C)[Si-:11]1([C:10]2(CC(O1)COCC3=CC=C(C=C3)OC)SCCCS2)(C)C.CC(C)C>>[Li]C1(SCCCS1)CC(COCc2ccc(cc2)OC)O[Si](C)(C)C(C)(C)C.CC(C)C 10,11=10,20",Sigma to empty,,,,,
"[Li:11][C:10]1(SCCCS1)CC(COCC2=CC=C(C=C2)OC)O[Si](C)(C)C(C)(C)C.COC1=CC=C(C=C1)COCC2[CH2:20][O:21]2.CC(C)C>>[Li+].CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(COCc2ccc(cc2)OC)[O-])COCc3ccc(cc3)OC.CC(C)C 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(COCC2=CC=C(C=C2)OC)[O-:10])COCC3=CC=C(C=C3)OC.CC(C)(C)[Si:20](C)(C)Cl.CC(C)C.[Li+]>>CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(COCc2ccc(cc2)OC)O[Si-](C)(C)(C(C)(C)C)Cl)COCc3ccc(cc3)OC.CC(C)C.[Li+] 10=20,Lone to empty,,,,,
"CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(COCC2=CC=C(C=C2)OC)O[Si-:20](C)(C)(C(C)(C)C)[Cl:21])COCC3=CC=C(C=C3)OC.CC(C)C.[Li+]>>CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(COCc2ccc(cc2)OC)O[Si](C)(C)C(C)(C)C)COCc3ccc(cc3)OC.[Cl-].CC(C)C.[Li+] 20,21=21",Sigma to sigma*,,,,,
"[Li:11][C:10]1(SCCCS1)[Si](C)(C)C(C)(C)C.[CH2:20]1C([O:21]1)COCC2=CC=CC=C2.CC(C)C>>[Li+].CC(C)(C)[Si](C)(C)C1(SCCCS1)CC(COCc2ccccc2)[O-].CC(C)C 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
CC(C)(C)[Si:20](C)(C)C1(SCCCS1)CC(COCC2=CC=CC=C2)[O-:10].CC(C)C.[Li+]>>CC(C)(C)[Si-]1(C2(CC(O1)COCc3ccccc3)SCCCS2)(C)C.CC(C)C.[Li+] 10=20,Lone to empty,,,,,
"[Li+:20].CC(C)(C)[Si-:11]1([C:10]2(CC(O1)COCC3=CC=CC=C3)SCCCS2)(C)C.CC(C)C>>[Li]C1(SCCCS1)CC(COCc2ccccc2)O[Si](C)(C)C(C)(C)C.CC(C)C 10,11=10,20",Sigma to empty,,,,,
"C1C(O1)CC2[CH2:20][O:21]2.[Li:11][C:10]1(SCCCS1)CC(COCC2=CC=CC=C2)O[Si](C)(C)C(C)(C)C.CC(C)C>>[Li+].CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(CC2CO2)[O-])COCc3ccccc3.CC(C)C 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
"[Li:11][C:10]1(SCCCS1)CC(COCC2=CC=CC=C2)O[Si](C)(C)C(C)(C)C.CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(CC2[CH2:20][O:21]2)[O-])COCC3=CC=CC=C3.CC(C)C.[Li+]>>[Li+].CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(CC(CC2(SCCCS2)CC(COCc3ccccc3)O[Si](C)(C)C(C)(C)C)[O-])[O-])COCc4ccccc4.CC(C)C.[Li+] 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
"CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(CC(CC2(SCCCS2)CC(COCC3=CC=CC=C3)O[Si](C)(C)C(C)(C)C)[O-:10])[O-])COCC4=CC=CC=C4.[H:20][OH:21].CC(C)C.[Li+]>>CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(CC(CC2(SCCCS2)CC(COCc3ccccc3)O[Si](C)(C)C(C)(C)C)[O-])O)COCc4ccccc4.[OH-].CC(C)C.[Li+] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][OH:21].CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(CC(CC2(SCCCS2)CC(COCC3=CC=CC=C3)O[Si](C)(C)C(C)(C)C)[O-:10])O)COCC4=CC=CC=C4.CC(C)C.[Li+].[OH-]>>CC(C)(C)[Si](C)(C)OC(CC1(SCCCS1)CC(CC(CC2(SCCCS2)CC(COCc3ccccc3)O[Si](C)(C)C(C)(C)C)O)O)COCc4ccccc4.[OH-].CC(C)C.[Li+].[OH-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]1(SCCCS1)[Si](CC)(CC)CC.[Li:11][C:10](C)(C)C>>[Li+].CC[Si](CC)(CC)[C-]1SCCCS1.CC(C)C 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
[Li+:20].CC[Si](CC)(CC)[C-:10]1SCCCS1.CC(C)C>>[Li]C1(SCCCS1)[Si](CC)(CC)CC.CC(C)C 10=20,Lone to empty,,,,,
"[Li:11][C:10]1(SCCCS1)[Si](CC)(CC)CC.CC[Si](CC)(CC)OC(CCOC1=CC=C(C=C1)[N+](=O)[O-])CC2[CH2:20][O:21]2.CC(C)C>>[Li+].CC[Si](CC)(CC)C1(SCCCS1)CC(CC(CCOc2ccc(cc2)[N+](=O)[O-])O[Si](CC)(CC)CC)[O-].CC(C)C 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
CC[Si:20](CC)(CC)C1(SCCCS1)CC(CC(CCOC2=CC=C(C=C2)[N+](=O)[O-])O[Si](CC)(CC)CC)[O-:10].CC(C)C.[Li+]>>CC[Si](CC)(CC)OC(CCOc1ccc(cc1)[N+](=O)[O-])CC2CC3([Si-](O2)(CC)(CC)CC)SCCCS3.CC(C)C.[Li+] 10=20,Lone to empty,,,,,
"[Li+:20].CC[Si](CC)(CC)OC(CCOC1=CC=C(C=C1)[N+](=O)[O-])CC2C[C:10]3([Si-:11](O2)(CC)(CC)CC)SCCCS3.CC(C)C>>[Li]C1(SCCCS1)CC(CC(CCOc2ccc(cc2)[N+](=O)[O-])O[Si](CC)(CC)CC)O[Si](CC)(CC)CC.CC(C)C 10,11=10,20",Sigma to empty,,,,,
"[Li:11][C:10]1(SCCCS1)CC(CC(CCOC2=CC=C(C=C2)[N+](=O)[O-])O[Si](CC)(CC)CC)O[Si](CC)(CC)CC.[Li]OC(CC(=C)C(C)COCC1=CC=C(C=C1)OC)CC2([CH2:20][O:21]2)C.CC(C)C>>[Li+].[Li]OC(CC(=C)C(C)COCc1ccc(cc1)OC)CC(C)(CC2(SCCCS2)CC(CC(CCOc3ccc(cc3)[N+](=O)[O-])O[Si](CC)(CC)CC)O[Si](CC)(CC)CC)[O-].CC(C)C 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
"[H:20][C:21](C)([C:22](=[O:23])Cl)Cl.CC[N:10](CC)CC.CC(=O)OC=C1C=CC=C1>>CC[NH+](CC)CC.CC(=C([O-])Cl)Cl.CC(=O)OC=C1C=CC=C1 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC(=[C:20]([O-:10])[Cl:21])Cl.CC(=O)OC=C1C=CC=C1.CC[NH+](CC)CC>>CC(=C=O)Cl.[Cl-].CC(=O)OC=C1C=CC=C1.CC[NH+](CC)CC 10=20;20,21=21",Lone to sigma*,,,,,
"CC1(CC(CC(O1)CC(C(CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)[N-][N+:21]#[N:20])OC)OCC5=CC=C(C=C5)OC)OC.C1=CC=C(C=C1)[P:10](C2=CC=CC=C2)C3=CC=CC=C3.O>>CC1(CC(CC(O1)CC(C(CO[Si](c2ccccc2)(c3ccccc3)c4ccccc4)[N-]N=N[P+](c5ccccc5)(c6ccccc6)c7ccccc7)OC)OCc8ccc(cc8)OC)OC.O 10=20;20,21=21",Lone to pi*,,,,,
CC1(CC(CC(O1)CC(C(CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)[N-:10]N=N[P+:20](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)OC)OCC8=CC=C(C=C8)OC)OC.O>>CC1(CC(CC(O1)CC(C(CO[Si](c2ccccc2)(c3ccccc3)c4ccccc4)N5N=NP5(c6ccccc6)(c7ccccc7)c8ccccc8)OC)OCc9ccc(cc9)OC)OC.O 10=20,Lone to empty,,,,,
"CC1(CC(CC(O1)CC(C(CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)[N:21]5[N:20]=[N:10][P:11]5(C6=CC=CC=C6)(C7=CC=CC=C7)C8=CC=CC=C8)OC)OCC9=CC=C(C=C9)OC)OC.O>>CC1(CC(CC(O1)CC(C(CO[Si](c2ccccc2)(c3ccccc3)c4ccccc4)[N-][P+](c5ccccc5)(c6ccccc6)c7ccccc7)OC)OCc8ccc(cc8)OC)OC.N#N.O 10,11=10,20;20,21=21",Sigma to sigma*,,,,,
"[H:20][OH:21].CC1(CC(CC(O1)CC(C(CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)[N-:10][P+](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)OC)OCC8=CC=C(C=C8)OC)OC.N#N>>CC1(CC(CC(O1)CC(C(CO[Si](c2ccccc2)(c3ccccc3)c4ccccc4)N[P+](c5ccccc5)(c6ccccc6)c7ccccc7)OC)OCc8ccc(cc8)OC)OC.[OH-].N#N 10=20;20,21=21",Lone to sigma*,,,,,
CC1(CC(CC(O1)CC(C(CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)N[P+:20](C5=CC=CC=C5)(C6=CC=CC=C6)C7=CC=CC=C7)OC)OCC8=CC=C(C=C8)OC)OC.[OH-:10].N#N>>CC1(CC(CC(O1)CC(C(CO[Si](c2ccccc2)(c3ccccc3)c4ccccc4)NP(c5ccccc5)(c6ccccc6)(c7ccccc7)O)OC)OCc8ccc(cc8)OC)OC.N#N 10=20,Lone to empty,,,,,
"[H:20][OH:21].CC1(CC(CC(O1)CC(C(CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)[NH:10]P(C5=CC=CC=C5)(C6=CC=CC=C6)(C7=CC=CC=C7)O)OC)OCC8=CC=C(C=C8)OC)OC.N#N>>CC1(CC(CC(O1)CC(C(CO[Si](c2ccccc2)(c3ccccc3)c4ccccc4)[NH2+]P(c5ccccc5)(c6ccccc6)(c7ccccc7)O)OC)OCc8ccc(cc8)OC)OC.[OH-].N#N 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]P(C1=CC=CC=C1)(C2=CC=CC=C2)(C3=CC=CC=C3)[NH2+]C(CO[Si](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)C(CC7CC(CC(O7)(C)OC)OCC8=CC=C(C=C8)OC)OC.[OH-:10].N#N>>CC1(CC(CC(O1)CC(C(CO[Si](c2ccccc2)(c3ccccc3)c4ccccc4)[NH2+]P(c5ccccc5)(c6ccccc6)(c7ccccc7)[O-])OC)OCc8ccc(cc8)OC)OC.O.N#N 10=20;20,21=21",Lone to sigma*,,,,,
"CC1(CC(CC(O1)CC(C(CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)[NH2+:21][P:20](C5=CC=CC=C5)(C6=CC=CC=C6)(C7=CC=CC=C7)[O-:10])OC)OCC8=CC=C(C=C8)OC)OC.N#N.O>>CC1(CC(CC(O1)CC(C(CO[Si](c2ccccc2)(c3ccccc3)c4ccccc4)N)OC)OCc5ccc(cc5)OC)OC.c1ccc(cc1)P(=O)(c2ccccc2)c3ccccc3.N#N.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]1=[N+](C(=C(S1)CCO)C)CC.CC[N:10](CC)CC.c1ccc(cc1)C=O.COc1ccc(cc1)C=CC(=O)c2ccc(cc2)OC.COc1cc(cc(c1OC)OC)C=O.CCO.COc1ccc(cc1)C=O.Cc1ccc(cc1)C=O.CC(=O)C=C.[Br-].CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc2ccccc2.c1cc(ccc1C=O)F>>CC[N+]1=[C-]SC(=C1C)CCO.CC[NH+](CC)CC.c1ccc(cc1)C=O.COc1ccc(cc1)C=CC(=O)c2ccc(cc2)OC.COc1cc(cc(c1OC)OC)C=O.CCO.COc1ccc(cc1)C=O.Cc1ccc(cc1)C=O.CC(=O)C=C.[Br-].CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc2ccccc2.c1cc(ccc1C=O)F 10=20;20,21=21",Lone to sigma*,,,,,
"CC[N+]1=[C-:10]SC(=C1C)CCO.C1=CC(=CC=C1[CH:20]=[O:21])F.C(CO)[NH+](CCO)CCO.CC(C)C(=O)C(=Cc1ccccc1)C(=O)OC.CCO.[Br-].CC[NH+](CC)CC.CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc2ccccc2>>CC[n+]1c(c(sc1C(c2ccc(cc2)F)[O-])CCO)C.C(CO)[NH+](CCO)CCO.CC(C)C(=O)C(=Cc1ccccc1)C(=O)OC.CCO.[Br-].CC[NH+](CC)CC.CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc2ccccc2 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][N+:21](CC)(CC)CC.CC[N+]1=C(SC(=C1C)CCO)C(C2=CC=C(C=C2)F)[O-:10].[Br-].CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc2ccccc2>>CC[n+]1c(c(sc1C(c2ccc(cc2)F)O)CCO)C.CCN(CC)CC.[Br-].CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc2ccccc2 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21](C1=CC=C(C=C1)F)([C:22]2=[N+:23](C(=C(S2)CCO)C)CC)O.CC[N:10](CC)CC.[Br-].CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc2ccccc2>>CCN1C(=C(SC1=C(c2ccc(cc2)F)O)CCO)C.CC[NH+](CC)CC.[Br-].CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc2ccccc2 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC[N:12]1C(=C(S[C:11]1=[C:10](C2=CC=C(C=C2)F)O)CCO)C.CC(C)[C:22](=[O:23])[C:21](=[CH:20]C1=CC=CC=C1)C(=O)NC2=CC=CC=C2.CC[NH+](CC)CC.[Br-]>>CC[n+]1c(c(sc1C(c2ccc(cc2)F)(C(c3ccccc3)C(=C(C(C)C)[O-])C(=O)Nc4ccccc4)O)CCO)C.CC[NH+](CC)CC.[Br-] 10,11=10,20;12=11;20,21=21,22;22,23=23",Pi to pi*,,,,,
"[H:20][N+:21](CC)(CC)CC.CC[N+]1=C(SC(=C1C)CCO)C(C2=CC=C(C=C2)F)(C(C3=CC=CC=C3)[C:10](=[C:11](C(C)C)[O-:12])C(=O)NC4=CC=CC=C4)O.[Br-]>>CC[n+]1c(c(sc1C(c2ccc(cc2)F)(C(c3ccccc3)C(C(=O)C(C)C)C(=O)Nc4ccccc4)O)CCO)C.CCN(CC)CC.[Br-] 10,11=10,20;12=11;20,21=21",Pi to sigma*,,,,,
"[H:20][O:21]C(C1=CC=C(C=C1)F)(C2=[N+](C(=C(S2)CCO)C)CC)C(C3=CC=CC=C3)C(C(=O)C(C)C)C(=O)NC4=CC=CC=C4.CC[N:10](CC)CC.[Br-]>>CC[n+]1c(c(sc1C(c2ccc(cc2)F)(C(c3ccccc3)C(C(=O)C(C)C)C(=O)Nc4ccccc4)[O-])CCO)C.CC[NH+](CC)CC.[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[N+]1=[C:21](SC(=C1C)CCO)[C:20](C2=CC=C(C=C2)F)(C(C3=CC=CC=C3)C(C(=O)C(C)C)C(=O)NC4=CC=CC=C4)[O-:10].CC[NH+](CC)CC.[Br-]>>CC[N+]1=[C-]SC(=C1C)CCO.CC(C)C(=O)C(C(c1ccccc1)C(=O)c2ccc(cc2)F)C(=O)Nc3ccccc3.CC[NH+](CC)CC.[Br-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21]1=[N+](C(=C(S1)CCO)C)CC2=CC=CC=C2.CC[N:10](CC)CC.c1cc(ccc1C=O)F.c1cc(sc1)C=O.c1cc(sc1)C(=O)C=Cc2ccc3c(c2)OCO3.CC(C)O.CC(=O)OCC(=O)C=C.c1ccc(cc1)C=O.CC(C)C=O.CC(=O)C=C.[Cl-].CC(C)C1C(=C)C(=O)C(=C1CCC=C)OC(=O)c2ccccc2.C=CCCCCC=O>>CC[NH+](CC)CC.CC1=C(S[C-]=[N+]1Cc2ccccc2)CCO.c1cc(ccc1C=O)F.c1cc(sc1)C=O.c1cc(sc1)C(=O)C=Cc2ccc3c(c2)OCO3.CC(C)O.CC(=O)OCC(=O)C=C.c1ccc(cc1)C=O.CC(C)C=O.CC(=O)C=C.[Cl-].CC(C)C1C(=C)C(=O)C(=C1CCC=C)OC(=O)c2ccccc2.C=CCCCCC=O 10=20;20,21=21",Lone to sigma*,,,,,
"CC1=C(S[C-:10]=[N+]1CC2=CC=CC=C2)CCO.C=CCCCC[CH:20]=[O:21].CC[NH+](CC)CC.CC(C)C1C(=C)C(=O)C(=C1CCC=C)OC(=O)c2ccccc2.[Cl-]>>Cc1c(sc([n+]1Cc2ccccc2)C(CCCCC=C)[O-])CCO.CC[NH+](CC)CC.CC(C)C1C(=C)C(=O)C(=C1CCC=C)OC(=O)c2ccccc2.[Cl-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][N+:21](CC)(CC)CC.CC1=C(SC(=[N+]1CC2=CC=CC=C2)C(CCCCC=C)[O-:10])CCO.[Cl-].CC(C)C1C(=C)C(=O)C(=C1CCC=C)OC(=O)c2ccccc2>>CCN(CC)CC.Cc1c(sc([n+]1Cc2ccccc2)C(CCCCC=C)O)CCO.[Cl-].CC(C)C1C(=C)C(=O)C(=C1CCC=C)OC(=O)c2ccccc2 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][C:21](CCCCC=C)([C:22]1=[N+:23](C(=C(S1)CCO)C)CC2=CC=CC=C2)O.CC[N:10](CC)CC.[Cl-].CC(C)C1C(=C)C(=O)C(=C1CCC=C)OC(=O)c2ccccc2>>CC[NH+](CC)CC.CC1=C(SC(=C(CCCCC=C)O)N1Cc2ccccc2)CCO.[Cl-].CC(C)C1C(=C)C(=O)C(=C1CCC=C)OC(=O)c2ccccc2 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC1=C(S[C:11](=[C:10](CCCCC=C)O)[N:12]1CC2=CC=CC=C2)CCO.CC(C)C1[C:21](=[CH2:20])[C:22](=[O:23])C(=C1CCC=C)OC(=O)C2=CC=CC=C2.[Cl-].CC[NH+](CC)CC>>Cc1c(sc([n+]1Cc2ccccc2)C(CCCCC=C)(CC3=C(C(=C(C3C(C)C)CCC=C)OC(=O)c4ccccc4)[O-])O)CCO.[Cl-].CC[NH+](CC)CC 10,11=10,20;12=11;20,21=21,22;22,23=23",Pi to pi*,,,,,
